dg_id,dg_name_x,dg_state,SideEffect-ID,Freq-No,SideEffect,indication-ID,indication_name,Unique_Drugs_Count
DB00722,Lisinopril,solid,C0010692,,Cystitis,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0010692,,Cystitis,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0010692,,Cystitis,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0010692,,Cystitis,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0010692,,Cystitis,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0010692,,Cystitis,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0010692,,Cystitis,C0085612,Ventricular arrhythmia,1.0
DB00722,Lisinopril,solid,C0010692,,Cystitis,C0086565,Liver Dysfunction,1.0
DB00722,Lisinopril,solid,C0010692,,Cystitis,C0155626,Acute myocardial infarction,1.0
DB00722,Lisinopril,solid,C0010692,,Cystitis,C0241863,Diabetic,1.0
DB00722,Lisinopril,solid,C0010692,,Cystitis,C0242698,"Ventricular Dysfunction, Left",1.0
DB00722,Lisinopril,solid,C0010692,,Cystitis,C0855389,Renin decreased,1.0
DB00722,Lisinopril,solid,C0010692,,Cystitis,C0857121,Hypertensive (finding),1.0
DB00722,Lisinopril,solid,C0010692,,Cystitis,C0858237,Aldosterone low,1.0
DB00722,Lisinopril,solid,C0010692,,Cystitis,C1328539,Reflex tachycardia,1.0
DB00722,Lisinopril,solid,C0010692,,Cystitis,C1565489,Renal Insufficiency,2.0
DB00722,Lisinopril,solid,C0010692,,Cystitis,C1956346,Coronary Artery Disease,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0002962,Angina Pectoris,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0002994,Angioedema,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0010200,Coughing,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0011849,Diabetes Mellitus,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0011881,Diabetic Nephropathy,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0018801,Heart failure,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0018802,Congestive heart failure,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0020473,Hyperlipidemia,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0020538,Hypertensive disease,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0020545,"Hypertension, Renovascular",1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0020649,Hypotension,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0021308,Infarction,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0027051,Myocardial Infarction,3.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0085612,Ventricular arrhythmia,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0086565,Liver Dysfunction,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0155626,Acute myocardial infarction,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0241863,Diabetic,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0242698,"Ventricular Dysfunction, Left",1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0855389,Renin decreased,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0857121,Hypertensive (finding),1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C0858237,Aldosterone low,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C1328539,Reflex tachycardia,1.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C1565489,Renal Insufficiency,2.0
DB00722,Lisinopril,solid,C0010692,,Bladder pain,C1956346,Coronary Artery Disease,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0002962,Angina Pectoris,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0002994,Angioedema,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0010200,Coughing,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0011849,Diabetes Mellitus,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0011881,Diabetic Nephropathy,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0018801,Heart failure,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0018802,Congestive heart failure,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0020473,Hyperlipidemia,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0020538,Hypertensive disease,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0020545,"Hypertension, Renovascular",1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0020649,Hypotension,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0021308,Infarction,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0027051,Myocardial Infarction,3.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0085612,Ventricular arrhythmia,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0086565,Liver Dysfunction,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0155626,Acute myocardial infarction,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0241863,Diabetic,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0242698,"Ventricular Dysfunction, Left",1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0855389,Renin decreased,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0857121,Hypertensive (finding),1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C0858237,Aldosterone low,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C1328539,Reflex tachycardia,1.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C1565489,Renal Insufficiency,2.0
DB00722,Lisinopril,solid,C0010828,,Pancytopenia,C1956346,Coronary Artery Disease,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0002962,Angina Pectoris,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0002994,Angioedema,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0010200,Coughing,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0011849,Diabetes Mellitus,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0011881,Diabetic Nephropathy,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0018801,Heart failure,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0018802,Congestive heart failure,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0020473,Hyperlipidemia,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0020538,Hypertensive disease,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0020545,"Hypertension, Renovascular",1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0020649,Hypotension,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0021308,Infarction,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0027051,Myocardial Infarction,3.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0085612,Ventricular arrhythmia,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0086565,Liver Dysfunction,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0155626,Acute myocardial infarction,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0241863,Diabetic,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0242698,"Ventricular Dysfunction, Left",1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0855389,Renin decreased,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0857121,Hypertensive (finding),1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C0858237,Aldosterone low,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C1328539,Reflex tachycardia,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C1565489,Renal Insufficiency,2.0
DB00722,Lisinopril,solid,C0011124,0.002,Disturbance in sexual arousal,C1956346,Coronary Artery Disease,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0002962,Angina Pectoris,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0002994,Angioedema,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0010200,Coughing,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0011849,Diabetes Mellitus,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0011881,Diabetic Nephropathy,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0018801,Heart failure,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0018802,Congestive heart failure,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0020473,Hyperlipidemia,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0020538,Hypertensive disease,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0020545,"Hypertension, Renovascular",1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0020649,Hypotension,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0021308,Infarction,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0027051,Myocardial Infarction,3.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0085612,Ventricular arrhythmia,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0086565,Liver Dysfunction,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0155626,Acute myocardial infarction,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0241863,Diabetic,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0242698,"Ventricular Dysfunction, Left",1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0855389,Renin decreased,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0857121,Hypertensive (finding),1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C0858237,Aldosterone low,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C1328539,Reflex tachycardia,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C1565489,Renal Insufficiency,2.0
DB00722,Lisinopril,solid,C0011124,0.004,Disturbance in sexual arousal,C1956346,Coronary Artery Disease,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0002962,Angina Pectoris,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0002994,Angioedema,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0010200,Coughing,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0011849,Diabetes Mellitus,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0011881,Diabetic Nephropathy,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0018801,Heart failure,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0018802,Congestive heart failure,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0020473,Hyperlipidemia,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0020538,Hypertensive disease,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0020545,"Hypertension, Renovascular",1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0020649,Hypotension,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0021308,Infarction,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0027051,Myocardial Infarction,3.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0085612,Ventricular arrhythmia,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0086565,Liver Dysfunction,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0155626,Acute myocardial infarction,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0241863,Diabetic,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0242698,"Ventricular Dysfunction, Left",1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0855389,Renin decreased,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0857121,Hypertensive (finding),1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C0858237,Aldosterone low,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C1328539,Reflex tachycardia,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C1565489,Renal Insufficiency,2.0
DB00722,Lisinopril,solid,C0011124,0.0,Disturbance in sexual arousal,C1956346,Coronary Artery Disease,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0002962,Angina Pectoris,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0002994,Angioedema,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0010200,Coughing,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0011849,Diabetes Mellitus,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0011881,Diabetic Nephropathy,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0018801,Heart failure,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0018802,Congestive heart failure,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0020473,Hyperlipidemia,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0020538,Hypertensive disease,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0020545,"Hypertension, Renovascular",1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0020649,Hypotension,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0021308,Infarction,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0027051,Myocardial Infarction,3.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0085612,Ventricular arrhythmia,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0086565,Liver Dysfunction,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0155626,Acute myocardial infarction,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0241863,Diabetic,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0242698,"Ventricular Dysfunction, Left",1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0855389,Renin decreased,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0857121,Hypertensive (finding),1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C0858237,Aldosterone low,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C1328539,Reflex tachycardia,1.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C1565489,Renal Insufficiency,2.0
DB00722,Lisinopril,solid,C0011124,0.002,Libido decreased,C1956346,Coronary Artery Disease,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0002962,Angina Pectoris,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0002994,Angioedema,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0010200,Coughing,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0011849,Diabetes Mellitus,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0011881,Diabetic Nephropathy,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0018801,Heart failure,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0018802,Congestive heart failure,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0020473,Hyperlipidemia,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0020538,Hypertensive disease,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0020545,"Hypertension, Renovascular",1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0020649,Hypotension,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0021308,Infarction,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0027051,Myocardial Infarction,3.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0085612,Ventricular arrhythmia,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0086565,Liver Dysfunction,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0155626,Acute myocardial infarction,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0241863,Diabetic,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0242698,"Ventricular Dysfunction, Left",1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0855389,Renin decreased,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0857121,Hypertensive (finding),1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C0858237,Aldosterone low,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C1328539,Reflex tachycardia,1.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C1565489,Renal Insufficiency,2.0
DB00722,Lisinopril,solid,C0011124,0.004,Libido decreased,C1956346,Coronary Artery Disease,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0002962,Angina Pectoris,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0002994,Angioedema,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0010200,Coughing,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0011849,Diabetes Mellitus,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0011881,Diabetic Nephropathy,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0018801,Heart failure,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0018802,Congestive heart failure,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0020473,Hyperlipidemia,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0020538,Hypertensive disease,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0020545,"Hypertension, Renovascular",1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0020649,Hypotension,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0021308,Infarction,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0027051,Myocardial Infarction,3.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0085612,Ventricular arrhythmia,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0086565,Liver Dysfunction,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0155626,Acute myocardial infarction,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0241863,Diabetic,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0242698,"Ventricular Dysfunction, Left",1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0855389,Renin decreased,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0857121,Hypertensive (finding),1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C0858237,Aldosterone low,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C1328539,Reflex tachycardia,1.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C1565489,Renal Insufficiency,2.0
DB00722,Lisinopril,solid,C0011124,0.0,Libido decreased,C1956346,Coronary Artery Disease,1.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0002962,Angina Pectoris,1.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0002994,Angioedema,1.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0010200,Coughing,1.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0011849,Diabetes Mellitus,1.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0011881,Diabetic Nephropathy,1.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0018801,Heart failure,1.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0018802,Congestive heart failure,1.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0020473,Hyperlipidemia,1.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0020538,Hypertensive disease,1.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0020545,"Hypertension, Renovascular",1.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0020649,Hypotension,1.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0021308,Infarction,1.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0027051,Myocardial Infarction,3.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0011175,,Dehydration,C0085612,Ventricular arrhythmia,1.0
